repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.5395348837209304,0.5684164819788654,0.6656451959118309,0.47224099845670914,0.6656451959118309,"[0.7236652236652237, 0.694083694083694, 0.6233974358974359, 0.6298076923076923, 0.7727272727272727, 0.7345454545454546, 0.6103030303030303, 0.6883116883116883, 0.5648484848484848, 0.6290909090909091, 0.6801801801801802, 0.6421052631578947, 0.6782106782106783, 0.6051587301587301, 0.7067307692307692, 0.7466666666666666, 0.657051282051282, 0.6677927927927928, 0.6442307692307692, 0.6746794871794872, 0.6354056902002108, 0.7545454545454546, 0.7003968253968254, 0.6292947558770344, 0.6542792792792793, 0.6031746031746033, 0.7307692307692308, 0.6817359855334539, 0.6356421356421357, 0.5705244122965641]"
