repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.846165191740413,0.6842307871355029,0.7577221186491644,0.7054743984387027,0.7577221186491644,"[0.7259445375023265, 0.7399472643375082, 0.7793628566427446, 0.7449131513647642, 0.7690547690547691, 0.7728358208955225, 0.7957920792079207, 0.8081683168316831, 0.7978846153846154, 0.7820855614973261, 0.7757745492735865, 0.7066326530612244, 0.6853731343283582, 0.8174127222103234, 0.7559600515463918, 0.7316176470588236, 0.6906178890250306, 0.7636920103092784, 0.7510701656430301, 0.801155259933485, 0.8066378066378067, 0.6975, 0.8373397435897437, 0.7999465811965811, 0.7867012089810017, 0.6788332086761406, 0.753349875930521, 0.7438775510204082, 0.7131242740998839, 0.7190582542341336]"
