repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.6364306784660768,0.6116829020515507,0.7568149728939151,0.5620633474660474,0.7568149728939151,"[0.777963893541783, 0.7553065260382333, 0.7127603710834938, 0.7490488006617039, 0.7316602316602315, 0.8008955223880598, 0.7801155115511551, 0.7334983498349835, 0.7365384615384616, 0.8161764705882353, 0.7173113950638894, 0.7920068027210885, 0.7260696517412935, 0.7541229385307346, 0.7651417525773196, 0.7103247549019607, 0.7305268685454227, 0.7881765463917526, 0.7349711520565791, 0.7579205321197271, 0.7626262626262627, 0.7340384615384614, 0.7919337606837606, 0.8197115384615384, 0.762835609985869, 0.7608077786088256, 0.7421009098428453, 0.7714285714285714, 0.7475029036004646, 0.740926856504746]"
