repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.7414728682170543,0.6250754156075986,0.6471911702804669,0.5712775812366737,0.6471911702804669,"[0.6277056277056277, 0.6782106782106783, 0.7051282051282051, 0.6426282051282052, 0.6832611832611832, 0.6993939393939393, 0.6363636363636364, 0.6161616161616161, 0.5696969696969697, 0.6406060606060606, 0.5844594594594594, 0.7368421052631579, 0.6681096681096681, 0.6636904761904763, 0.5977564102564102, 0.7412121212121212, 0.46153846153846156, 0.6599099099099098, 0.6490384615384616, 0.7067307692307692, 0.6016859852476291, 0.7466666666666666, 0.699404761904762, 0.5397830018083182, 0.6047297297297297, 0.6161616161616161, 0.7628205128205128, 0.6699819168173599, 0.536075036075036, 0.6699819168173599]"
