repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.5564504101416853,0.6371870678818711,0.711094954015056,0.5387514069113538,0.711094954015056,"[0.7257778779875024, 0.7273831208257437, 0.6900601403274307, 0.704035619552861, 0.7089728453364816, 0.7044623655913979, 0.7227261768428667, 0.7212608783647034, 0.7157926947110739, 0.7343998775260258, 0.6996865770598517, 0.7073855330097655, 0.720514390691978, 0.7033960015887728, 0.7143032643032643, 0.7017282856419347, 0.7084864684263281, 0.6978524743230625, 0.6911518392063389, 0.7343619145783675, 0.7028994682198024, 0.6952222069345073, 0.7038986294604272, 0.6856616356616356, 0.7392219549252975, 0.7129037081339713, 0.7355531095211887, 0.7405670210548259, 0.6885863050644292, 0.6945962355798421]"
