repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
30,0.8534675615212529,0.7664049989153814,0.8350430355325056,0.7899273419780308,0.8350430355325056,"[0.8443760870965664, 0.831511839708561, 0.8468927497494152, 0.8654225085259568, 0.8455332546241638, 0.8326344086021504, 0.8054216141281417, 0.8808945557579436, 0.8626393094118404, 0.8428199632578076, 0.8334337894038937, 0.7818402432606281, 0.8146356399265157, 0.8201376936316696, 0.8369076869076869, 0.829260572296784, 0.8231206147677915, 0.8203081232492998, 0.8357920505057013, 0.824711718095729, 0.8043017219549253, 0.8429932581177767, 0.8500432152117546, 0.8442611442611442, 0.8251930868574323, 0.8217105263157894, 0.8358042102366539, 0.8425057327496352, 0.8410248726400958, 0.8651588747217162]"
